"Date","Price","Open","High","Low","Vol.","Change %"
"02/05/2024","22,950.0","21,750.0","23,150.0","21,750.0","37.09M","5.52%"
"02/02/2024","21,750.0","21,900.0","22,000.0","21,750.0","15.08M","-0.68%"
"02/01/2024","21,900.0","21,700.0","21,950.0","21,600.0","11.40M","0.69%"
"01/31/2024","21,750.0","22,250.0","22,250.0","21,650.0","27.85M","-1.58%"
"01/30/2024","22,100.0","22,150.0","22,250.0","21,850.0","14.35M","-0.23%"
"01/29/2024","22,150.0","22,000.0","22,450.0","22,000.0","15.67M","0.68%"
"01/26/2024","22,000.0","21,900.0","22,150.0","21,900.0","9.49M","0.46%"
"01/25/2024","21,900.0","21,950.0","21,950.0","21,700.0","14.70M","0.00%"
"01/24/2024","21,900.0","21,850.0","22,150.0","21,800.0","12.69M","-0.23%"
"01/23/2024","21,950.0","22,100.0","22,350.0","21,900.0","15.90M","-0.68%"
"01/22/2024","22,100.0","22,300.0","22,550.0","22,000.0","29.13M","0.23%"
"01/19/2024","22,050.0","21,800.0","22,150.0","21,700.0","21.61M","1.61%"
"01/18/2024","21,700.0","21,400.0","21,750.0","21,300.0","23.62M","0.93%"
"01/17/2024","21,500.0","21,600.0","21,800.0","21,300.0","20.48M","0.00%"
"01/16/2024","21,500.0","21,450.0","21,500.0","21,150.0","17.49M","0.23%"
"01/15/2024","21,450.0","21,500.0","21,900.0","21,400.0","25.08M","0.47%"
"01/12/2024","21,350.0","20,500.0","21,550.0","20,400.0","45.90M","3.39%"
"01/11/2024","20,650.0","20,900.0","21,100.0","20,500.0","24.68M","-1.20%"
"01/10/2024","20,900.0","20,850.0","21,150.0","20,650.0","24.68M","0.24%"
"01/09/2024","20,850.0","20,750.0","20,900.0","20,500.0","19.79M","0.72%"
"01/08/2024","20,700.0","20,600.0","20,850.0","20,400.0","20.15M","0.98%"
"01/05/2024","20,500.0","20,100.0","20,500.0","20,100.0","22.52M","1.99%"
"01/04/2024","20,100.0","19,150.0","20,450.0","19,150.0","49.41M","4.96%"
"01/03/2024","19,150.0","18,750.0","19,200.0","18,700.0","13.85M","1.59%"
"01/02/2024","18,850.0","18,700.0","19,000.0","18,650.0","13.79M","1.07%"
"12/29/2023","18,650.0","18,600.0","18,850.0","18,550.0","13.81M","0.54%"
"12/28/2023","18,550.0","18,400.0","18,600.0","18,350.0","9.88M","0.82%"
"12/27/2023","18,400.0","18,500.0","18,500.0","18,350.0","5.78M","-0.27%"
"12/26/2023","18,450.0","18,400.0","18,500.0","18,300.0","4.26M","0.27%"
"12/25/2023","18,400.0","18,350.0","18,550.0","18,300.0","6.59M","0.55%"
"12/22/2023","18,300.0","18,150.0","18,450.0","18,100.0","8.55M","0.83%"
"12/21/2023","18,150.0","18,100.0","18,150.0","18,000.0","3.98M","0.00%"
"12/20/2023","18,150.0","18,150.0","18,200.0","18,050.0","3.09M","0.00%"
"12/19/2023","18,150.0","18,000.0","18,200.0","17,950.0","5.90M","0.83%"
"12/18/2023","18,000.0","18,050.0","18,150.0","17,950.0","5.28M","-0.28%"
"12/15/2023","18,050.0","18,050.0","18,200.0","18,000.0","5.54M","0.00%"
"12/14/2023","18,050.0","18,150.0","18,200.0","18,000.0","5.30M","0.00%"
"12/13/2023","18,050.0","18,250.0","18,350.0","18,050.0","7.18M","-1.10%"
"12/12/2023","18,250.0","18,150.0","18,250.0","18,100.0","4.88M","0.55%"
"12/11/2023","18,150.0","18,200.0","18,250.0","18,050.0","4.88M","-0.27%"
"12/08/2023","18,200.0","18,250.0","18,350.0","18,150.0","7.47M","-0.27%"
"12/07/2023","18,250.0","18,150.0","18,350.0","18,050.0","13.92M","0.83%"
"12/06/2023","18,100.0","18,050.0","18,150.0","18,000.0","7.01M","0.28%"
"12/05/2023","18,050.0","18,050.0","18,100.0","17,950.0","6.12M","0.00%"
"12/04/2023","18,050.0","17,800.0","18,100.0","17,800.0","17.33M","1.40%"
"12/01/2023","17,800.0","17,850.0","17,850.0","17,700.0","4.41M","0.00%"
"11/30/2023","17,800.0","17,850.0","17,950.0","17,750.0","5.67M","-0.28%"
"11/29/2023","17,850.0","17,800.0","17,900.0","17,700.0","5.45M","0.00%"
"11/28/2023","17,850.0","17,600.0","17,900.0","17,450.0","6.65M","1.42%"
"11/27/2023","17,600.0","17,850.0","17,950.0","17,550.0","7.11M","-1.40%"
"11/24/2023","17,850.0","17,900.0","18,000.0","17,600.0","8.02M","-0.28%"
"11/23/2023","17,900.0","18,100.0","18,150.0","17,900.0","7.03M","-0.83%"
"11/22/2023","18,050.0","18,150.0","18,150.0","17,950.0","7.61M","-0.28%"
"11/21/2023","18,100.0","18,200.0","18,250.0","17,950.0","5.86M","0.56%"
"11/20/2023","18,000.0","17,750.0","18,250.0","17,750.0","8.98M","-1.10%"
"11/17/2023","18,200.0","18,600.0","18,600.0","17,900.0","13.29M","-1.62%"
"11/16/2023","18,500.0","18,450.0","18,550.0","18,350.0","5.07M","-0.27%"
"11/15/2023","18,550.0","18,700.0","18,750.0","18,450.0","13.59M","0.54%"
"11/14/2023","18,450.0","18,150.0","18,650.0","18,150.0","13.83M","1.93%"
"11/13/2023","18,100.0","18,000.0","18,150.0","17,850.0","6.65M","0.56%"
"11/10/2023","18,000.0","18,200.0","18,400.0","17,950.0","12.81M","-1.91%"
"11/09/2023","18,350.0","18,400.0","18,500.0","18,250.0","9.73M","0.00%"
"11/08/2023","18,350.0","17,800.0","18,400.0","17,700.0","10.72M","3.09%"
"11/07/2023","17,800.0","17,950.0","18,000.0","17,700.0","4.54M","-0.84%"
"11/06/2023","17,950.0","17,600.0","18,000.0","17,550.0","8.67M","3.16%"
"11/03/2023","17,400.0","17,800.0","17,850.0","17,400.0","11.87M","-1.69%"
"11/02/2023","17,700.0","17,350.0","17,750.0","17,300.0","6.93M","2.91%"
"11/01/2023","17,200.0","17,200.0","17,300.0","17,100.0","5.32M","0.58%"
"10/31/2023","17,100.0","17,200.0","17,300.0","16,950.0","6.59M","0.59%"
"10/30/2023","17,000.0","17,250.0","17,450.0","17,000.0","3.34M","-2.58%"
"10/27/2023","17,450.0","17,250.0","17,500.0","17,150.0","9.07M","1.45%"
"10/26/2023","17,200.0","17,650.0","17,650.0","17,050.0","12.35M","-3.37%"
"10/25/2023","17,800.0","17,950.0","18,050.0","17,800.0","4.49M","-0.56%"
"10/24/2023","17,900.0","17,800.0","18,000.0","17,750.0","4.39M","0.56%"
"10/23/2023","17,800.0","17,950.0","18,000.0","17,700.0","3.72M","-0.84%"
"10/20/2023","17,950.0","17,650.0","18,000.0","17,500.0","5.18M","1.70%"
"10/19/2023","17,650.0","17,750.0","17,900.0","17,600.0","5.65M","-0.56%"
"10/18/2023","17,750.0","18,100.0","18,200.0","17,600.0","10.95M","-1.93%"
"10/17/2023","18,100.0","18,300.0","18,450.0","18,100.0","5.44M","-0.55%"
"10/16/2023","18,200.0","18,450.0","18,450.0","18,200.0","5.46M","-1.36%"
"10/13/2023","18,450.0","18,300.0","18,500.0","18,250.0","5.82M","0.54%"
"10/12/2023","18,350.0","18,500.0","18,550.0","18,350.0","5.44M","-0.81%"
"10/11/2023","18,500.0","18,400.0","18,500.0","18,300.0","4.80M","0.27%"
"10/10/2023","18,450.0","18,400.0","18,550.0","18,350.0","7.37M","0.82%"
"10/09/2023","18,300.0","18,150.0","18,300.0","18,000.0","11.16M","0.83%"
"10/06/2023","18,150.0","18,050.0","18,200.0","17,950.0","4.86M","0.55%"
"10/05/2023","18,050.0","18,200.0","18,300.0","18,000.0","7.42M","-0.55%"
"10/04/2023","18,150.0","18,050.0","18,250.0","17,950.0","7.41M","0.55%"
"10/03/2023","18,050.0","18,400.0","18,500.0","18,000.0","11.26M","-2.96%"
"10/02/2023","18,600.0","18,550.0","18,700.0","18,400.0","4.52M","0.54%"
"09/29/2023","18,500.0","18,500.0","18,650.0","18,500.0","4.15M","0.00%"
"09/28/2023","18,500.0","18,350.0","18,550.0","18,200.0","6.71M","0.00%"
"09/27/2023","18,500.0","18,150.0","18,500.0","18,150.0","8.67M","1.37%"
"09/26/2023","18,250.0","18,150.0","18,450.0","18,100.0","11.09M","0.83%"
"09/25/2023","18,100.0","18,700.0","18,750.0","18,100.0","13.43M","-3.21%"
"09/22/2023","18,700.0","18,750.0","18,800.0","18,300.0","18.96M","-1.32%"
"09/21/2023","18,950.0","19,200.0","19,350.0","18,850.0","12.59M","-1.30%"
"09/20/2023","19,200.0","19,050.0","19,200.0","18,950.0","8.91M","1.05%"
"09/19/2023","19,000.0","19,150.0","19,200.0","18,900.0","11.54M","-0.78%"
"09/18/2023","19,150.0","19,400.0","19,400.0","19,000.0","11.79M","-1.29%"
"09/15/2023","19,400.0","19,200.0","19,700.0","19,100.0","26.33M","1.31%"
"09/14/2023","19,150.0","19,100.0","19,350.0","19,000.0","14.93M","0.52%"
"09/13/2023","19,050.0","19,300.0","19,350.0","18,900.0","13.47M","-1.04%"
"09/12/2023","19,250.0","18,850.0","19,250.0","18,750.0","10.92M","2.67%"
"09/11/2023","18,750.0","19,350.0","19,350.0","18,750.0","15.04M","-1.83%"
"09/08/2023","19,100.0","19,300.0","19,350.0","19,100.0","11.17M","-1.04%"
"09/07/2023","19,300.0","19,250.0","19,600.0","19,150.0","22.26M","0.26%"
"09/06/2023","19,250.0","19,200.0","19,250.0","18,900.0","13.82M","0.52%"
"09/05/2023","19,150.0","18,600.0","19,250.0","18,550.0","21.47M","3.51%"
"08/31/2023","18,500.0","18,400.0","18,550.0","18,400.0","6.53M","0.54%"
"08/30/2023","18,400.0","18,300.0","18,500.0","18,250.0","6.96M","0.82%"
"08/29/2023","18,250.0","18,250.0","18,350.0","18,150.0","9.46M","0.27%"
"08/28/2023","18,200.0","18,250.0","18,300.0","18,050.0","7.01M","0.55%"
"08/25/2023","18,100.0","18,200.0","18,200.0","18,100.0","4.77M","-0.82%"
"08/24/2023","18,250.0","18,100.0","18,350.0","18,000.0","6.69M","1.39%"
"08/23/2023","18,000.0","18,300.0","18,300.0","18,000.0","5.80M","-1.10%"
"08/22/2023","18,200.0","18,300.0","18,300.0","17,750.0","8.06M","0.28%"
"08/21/2023","18,150.0","18,000.0","18,350.0","17,850.0","9.22M","0.28%"
"08/18/2023","18,100.0","18,800.0","18,800.0","17,900.0","20.42M","-3.98%"
"08/17/2023","18,850.0","19,000.0","19,000.0","18,850.0","7.91M","-0.79%"
"08/16/2023","19,000.0","18,900.0","19,200.0","18,800.0","9.75M","0.26%"
"08/15/2023","18,950.0","18,950.0","19,000.0","18,800.0","5.61M","0.00%"
"08/14/2023","18,950.0","18,950.0","19,100.0","18,750.0","8.09M","0.26%"
"08/11/2023","18,900.0","19,000.0","19,050.0","18,650.0","8.67M","0.00%"
"08/10/2023","18,900.0","19,200.0","19,200.0","18,900.0","9.21M","-1.31%"
"08/09/2023","19,150.0","19,200.0","19,250.0","19,000.0","10.70M","-0.26%"
"08/08/2023","19,200.0","19,500.0","19,500.0","19,150.0","9.24M","-0.78%"
"08/07/2023","19,350.0","19,150.0","19,400.0","19,050.0","15.21M","1.84%"
"08/04/2023","19,000.0","18,850.0","19,150.0","18,800.0","14.89M","0.80%"
"08/03/2023","18,850.0","18,950.0","19,100.0","18,800.0","11.08M","-0.26%"
"08/02/2023","18,900.0","18,850.0","18,950.0","18,750.0","6.16M","0.27%"
"08/01/2023","18,850.0","18,900.0","19,350.0","18,850.0","14.32M","0.00%"
"07/31/2023","18,850.0","18,850.0","18,900.0","18,700.0","9.98M","0.80%"
"07/28/2023","18,700.0","18,550.0","18,700.0","18,550.0","7.02M","0.54%"
"07/27/2023","18,600.0","18,750.0","18,800.0","18,500.0","9.46M","-0.80%"
"07/26/2023","18,750.0","18,800.0","18,850.0","18,650.0","5.93M","-0.27%"
"07/25/2023","18,800.0","18,750.0","19,100.0","18,700.0","9.54M","0.27%"
"07/24/2023","18,750.0","18,650.0","18,750.0","18,550.0","8.95M","0.54%"
"07/21/2023","18,650.0","18,550.0","18,650.0","18,400.0","8.39M","1.08%"
"07/20/2023","18,450.0","18,400.0","18,500.0","18,300.0","6.45M","0.27%"
"07/19/2023","18,400.0","18,600.0","18,700.0","18,400.0","11.68M","-1.08%"
"07/18/2023","18,600.0","18,600.0","18,650.0","18,450.0","7.52M","0.00%"
"07/17/2023","18,600.0","18,750.0","18,850.0","18,500.0","11.01M","-0.27%"
"07/14/2023","18,650.0","18,650.0","18,750.0","18,400.0","18.53M","1.65%"
"07/13/2023","18,347.8","18,304.3","18,478.3","18,173.9","20.63M","-12.63%"
"07/12/2023","21,000.0","21,200.0","21,300.0","20,900.0","13.11M","-0.94%"
"07/11/2023","21,200.0","20,750.0","21,200.0","20,750.0","17.35M","2.17%"
"07/10/2023","20,750.0","20,600.0","20,850.0","20,550.0","16.79M","1.47%"
"07/07/2023","20,450.0","20,200.0","20,450.0","20,100.0","11.92M","1.24%"
"07/06/2023","20,200.0","20,450.0","20,550.0","20,150.0","15.19M","-0.98%"
"07/05/2023","20,400.0","20,500.0","20,650.0","20,300.0","13.00M","0.25%"
"07/04/2023","20,350.0","20,200.0","20,350.0","20,100.0","6.88M","0.74%"
"07/03/2023","20,200.0","20,300.0","20,350.0","20,100.0","9.79M","0.00%"
"06/30/2023","20,200.0","20,300.0","20,400.0","20,150.0","6.68M","-0.49%"
"06/29/2023","20,300.0","20,700.0","20,700.0","20,300.0","14.00M","-1.93%"
"06/28/2023","20,700.0","20,200.0","20,800.0","20,100.0","20.85M","2.99%"
"06/27/2023","20,100.0","20,250.0","20,300.0","20,000.0","10.74M","-0.50%"
"06/26/2023","20,200.0","20,200.0","20,550.0","19,950.0","10.58M","0.00%"
"06/23/2023","20,200.0","20,150.0","20,300.0","20,050.0","12.31M","1.51%"
"06/22/2023","19,900.0","20,100.0","20,350.0","19,900.0","14.81M","0.25%"
"06/21/2023","19,850.0","19,700.0","19,850.0","19,650.0","6.05M","1.02%"
"06/20/2023","19,650.0","19,600.0","19,650.0","19,450.0","5.49M","0.51%"
"06/19/2023","19,550.0","19,700.0","19,800.0","19,550.0","7.04M","-0.76%"
"06/16/2023","19,700.0","19,850.0","20,200.0","19,700.0","13.94M","0.00%"
"06/15/2023","19,700.0","19,750.0","19,850.0","19,650.0","9.50M","-0.25%"
"06/14/2023","19,750.0","20,100.0","20,200.0","19,750.0","10.94M","-0.25%"
"06/13/2023","19,800.0","19,897.5","19,897.5","19,653.7","10.60M","-2.70%"
"06/12/2023","20,350.0","20,300.0","20,400.0","20,000.0","9.00M","0.49%"
"06/09/2023","20,250.0","20,100.0","20,250.0","20,000.0","10.36M","1.25%"
"06/08/2023","20,000.0","20,350.0","20,450.0","20,000.0","13.68M","-1.72%"
"06/07/2023","20,350.0","20,450.0","20,550.0","20,250.0","13.44M","-0.49%"
"06/06/2023","20,450.0","19,900.0","20,450.0","19,800.0","22.79M","3.28%"
"06/05/2023","19,800.0","19,900.0","20,100.0","19,750.0","19.46M","0.51%"
"06/02/2023","19,700.0","19,100.0","19,850.0","19,050.0","32.99M","4.79%"
"06/01/2023","18,800.0","18,600.0","18,800.0","18,550.0","8.44M","1.08%"
"05/31/2023","18,600.0","18,800.0","18,850.0","18,600.0","6.88M","-0.80%"
"05/30/2023","18,750.0","18,800.0","18,850.0","18,650.0","6.59M","0.00%"
"05/29/2023","18,750.0","18,600.0","18,750.0","18,500.0","5.97M","1.63%"
"05/26/2023","18,450.0","18,500.0","18,500.0","18,400.0","3.90M","0.00%"
"05/25/2023","18,450.0","18,600.0","18,600.0","18,450.0","4.73M","-0.81%"
"05/24/2023","18,600.0","18,800.0","18,850.0","18,550.0","5.55M","-0.80%"
"05/23/2023","18,750.0","18,900.0","19,000.0","18,700.0","7.43M","-0.53%"
"05/22/2023","18,850.0","18,700.0","18,900.0","18,650.0","8.26M","1.07%"
"05/19/2023","18,650.0","18,600.0","18,700.0","18,550.0","3.79M","0.27%"
"05/18/2023","18,600.0","18,550.0","18,650.0","18,450.0","6.66M","0.81%"
"05/17/2023","18,450.0","18,750.0","18,800.0","18,450.0","9.09M","-1.86%"
"05/16/2023","18,800.0","18,850.0","18,950.0","18,700.0","6.75M","-0.27%"
"05/15/2023","18,850.0","18,750.0","19,100.0","18,700.0","17.77M","1.07%"
"05/12/2023","18,650.0","18,550.0","18,650.0","18,400.0","7.28M","0.81%"
"05/11/2023","18,500.0","18,600.0","18,650.0","18,450.0","7.40M","0.00%"
"05/10/2023","18,500.0","18,300.0","18,500.0","18,250.0","6.85M","1.09%"
"05/09/2023","18,300.0","18,300.0","18,350.0","18,200.0","4.52M","0.27%"
"05/08/2023","18,250.0","18,200.0","18,300.0","18,150.0","4.22M","0.83%"
"05/05/2023","18,100.0","18,200.0","18,250.0","18,100.0","4.01M","-0.55%"
"05/04/2023","18,200.0","18,350.0","18,450.0","18,150.0","5.83M","-1.36%"
"04/28/2023","18,450.0","18,500.0","18,550.0","18,350.0","4.40M","0.27%"
"04/27/2023","18,400.0","18,400.0","18,450.0","18,300.0","3.62M","0.27%"
"04/26/2023","18,350.0","18,250.0","18,350.0","18,100.0","5.00M","0.55%"
"04/25/2023","18,250.0","18,400.0","18,400.0","18,150.0","4.56M","0.00%"
"04/24/2023","18,250.0","18,050.0","18,300.0","18,000.0","5.30M","1.11%"
"04/21/2023","18,050.0","18,150.0","18,250.0","18,050.0","3.86M","-0.55%"
"04/20/2023","18,150.0","18,100.0","18,200.0","18,050.0","3.12M","0.28%"
"04/19/2023","18,100.0","18,250.0","18,300.0","18,100.0","4.16M","-0.28%"
"04/18/2023","18,150.0","18,350.0","18,400.0","18,050.0","5.96M","-0.55%"
"04/17/2023","18,250.0","18,200.0","18,350.0","18,150.0","5.54M","-0.27%"
"04/14/2023","18,300.0","18,600.0","18,700.0","18,300.0","7.85M","-1.35%"
"04/13/2023","18,550.0","18,700.0","18,750.0","18,500.0","5.96M","-0.80%"
"04/12/2023","18,700.0","18,800.0","18,800.0","18,550.0","7.97M","-0.27%"
"04/11/2023","18,750.0","18,600.0","18,800.0","18,450.0","6.64M","0.81%"
"04/10/2023","18,600.0","18,700.0","19,000.0","18,600.0","13.11M","0.00%"
"04/07/2023","18,600.0","18,500.0","18,600.0","18,350.0","8.54M","0.54%"
"04/06/2023","18,500.0","18,850.0","18,900.0","18,500.0","12.04M","-1.60%"
"04/05/2023","18,800.0","18,750.0","18,850.0","18,600.0","9.89M","0.27%"
"04/04/2023","18,750.0","18,750.0","18,800.0","18,600.0","11.31M","0.27%"
"04/03/2023","18,700.0","18,500.0","18,700.0","18,400.0","20.42M","2.47%"
"03/31/2023","18,250.0","18,300.0","18,400.0","18,150.0","10.54M","0.00%"
"03/30/2023","18,250.0","18,400.0","18,500.0","18,250.0","8.98M","-0.27%"
"03/29/2023","18,300.0","18,150.0","18,400.0","18,100.0","10.44M","1.67%"
"03/28/2023","18,000.0","18,050.0","18,300.0","18,000.0","12.39M","0.28%"
"03/27/2023","17,950.0","17,800.0","18,000.0","17,700.0","8.04M","1.13%"
"03/24/2023","17,750.0","17,700.0","17,950.0","17,600.0","16.31M","2.01%"
"03/23/2023","17,400.0","17,300.0","17,450.0","17,300.0","3.78M","0.00%"
"03/22/2023","17,400.0","17,500.0","17,550.0","17,350.0","5.29M","0.29%"
"03/21/2023","17,350.0","17,450.0","17,500.0","17,200.0","8.04M","0.29%"
"03/20/2023","17,300.0","17,600.0","17,600.0","17,300.0","5.99M","-0.86%"
"03/17/2023","17,450.0","17,700.0","17,700.0","17,450.0","4.27M","0.00%"
"03/16/2023","17,450.0","17,700.0","17,700.0","17,400.0","5.75M","-1.97%"
"03/15/2023","17,800.0","17,600.0","17,850.0","17,500.0","6.28M","3.49%"
"03/14/2023","17,200.0","17,500.0","17,550.0","17,200.0","8.47M","-1.71%"
"03/13/2023","17,500.0","17,350.0","17,600.0","17,350.0","8.53M","-1.41%"
"03/10/2023","17,750.0","17,800.0","17,800.0","17,600.0","5.29M","-0.28%"
"03/09/2023","17,800.0","17,650.0","17,950.0","17,600.0","8.06M","1.14%"
"03/08/2023","17,600.0","17,300.0","17,600.0","17,200.0","7.41M","1.15%"
"03/07/2023","17,400.0","17,400.0","17,600.0","17,350.0","6.17M","0.58%"
"03/06/2023","17,300.0","17,400.0","17,700.0","17,300.0","6.83M","0.87%"
"03/03/2023","17,150.0","17,500.0","17,500.0","17,150.0","4.74M","-1.44%"
"03/02/2023","17,400.0","17,650.0","17,700.0","17,350.0","3.84M","-1.42%"
"03/01/2023","17,650.0","17,150.0","17,650.0","17,000.0","6.32M","2.32%"
"02/28/2023","17,250.0","17,350.0","17,650.0","17,150.0","6.16M","0.00%"
"02/27/2023","17,250.0","17,450.0","17,500.0","17,250.0","8.05M","-2.54%"
"02/24/2023","17,700.0","18,150.0","18,250.0","17,700.0","10.07M","-2.48%"
"02/23/2023","18,150.0","18,000.0","18,200.0","17,700.0","16.33M","-0.55%"
"02/22/2023","18,250.0","18,400.0","18,500.0","18,250.0","9.88M","-1.88%"
"02/21/2023","18,600.0","19,000.0","19,100.0","18,600.0","6.95M","-1.59%"
"02/20/2023","18,900.0","18,100.0","18,900.0","18,100.0","8.60M","4.42%"
"02/17/2023","18,100.0","18,250.0","18,400.0","18,100.0","4.79M","-0.82%"
"02/16/2023","18,250.0","18,100.0","18,350.0","18,050.0","4.74M","1.39%"
"02/15/2023","18,000.0","17,750.0","18,250.0","17,750.0","6.52M","0.84%"
"02/14/2023","17,850.0","18,000.0","18,150.0","17,800.0","6.60M","-0.83%"
"02/13/2023","18,000.0","18,200.0","18,200.0","17,750.0","9.87M","-1.64%"
"02/10/2023","18,300.0","18,550.0","18,600.0","18,300.0","5.99M","-0.81%"
"02/09/2023","18,450.0","18,400.0","18,700.0","18,350.0","6.33M","0.27%"
"02/08/2023","18,400.0","18,500.0","18,700.0","18,250.0","5.59M","0.27%"
"02/07/2023","18,350.0","18,850.0","18,850.0","18,350.0","7.68M","-1.87%"
"02/06/2023","18,700.0","18,600.0","18,900.0","18,500.0","6.64M","0.54%"
"02/03/2023","18,600.0","18,950.0","19,100.0","18,600.0","10.02M","-1.85%"
